dokument,phase,run_id,run_ts,invoice_idx,quality,commodity,prompt_language,prompt_strategy,model,model_label,prompt_tokens,completion_tokens,total_tokens,latency_ms,tp,fp,fn,precision,recall,f1,null_rate,gt_present,cost_usd,cost_czk,api_error
90d53595e3,2,3777b95d-a200-4316-9228-b4f2303aa736,2026-04-19T22:35:38.770898+00:00,35,Q1,elektrina_vn,cs_en,few_shot,gpt-4.1-nano,GPT-4.1 nano,7848,227,8075,1912.5306606292725,4,2,2,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.25,8,0.0008756,0.0205766,
90d53595e3,2,3777b95d-a200-4316-9228-b4f2303aa736,2026-04-19T22:35:38.770898+00:00,35,Q1,elektrina_vn,cs_en,few_shot,gpt-4o-mini,GPT-4o mini,7848,227,8075,3026.489496231079,4,2,2,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.25,8,0.0013134,0.0308649,
90d53595e3,2,3777b95d-a200-4316-9228-b4f2303aa736,2026-04-19T22:35:38.770898+00:00,35,Q1,elektrina_vn,cs_en,few_shot,gpt-4.1-mini,GPT-4.1 mini,7848,237,8085,2316.495418548584,6,1,1,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.125,8,0.0035184,0.0826824,
90d53595e3,2,3777b95d-a200-4316-9228-b4f2303aa736,2026-04-19T22:35:38.770898+00:00,35,Q1,elektrina_vn,cs_en,few_shot,gpt-4o,GPT-4o,7848,221,8069,2380.9149265289307,4,2,2,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.25,8,0.02183,0.5130049999999999,
90d53595e3,2,3777b95d-a200-4316-9228-b4f2303aa736,2026-04-19T22:35:38.770898+00:00,35,Q1,elektrina_vn,cs_en,few_shot,gpt-4o-2024-11-20,GPT-4o Nov-24,7848,234,8082,1649.82008934021,5,1,2,0.8333333333333334,0.7142857142857143,0.7692307692307692,0.25,8,0.02196,0.51606,
90d53595e3,2,3777b95d-a200-4316-9228-b4f2303aa736,2026-04-19T22:35:38.770898+00:00,35,Q1,elektrina_vn,cs_en,few_shot,gpt-4.1,GPT-4.1,7848,231,8079,2020.4288959503172,3,3,2,0.5,0.6,0.5454545454545454,0.25,8,0.017544,0.412284,
90d53595e3,2,3777b95d-a200-4316-9228-b4f2303aa736,2026-04-19T22:35:38.770898+00:00,35,Q1,elektrina_vn,cs_en,few_shot,gpt-4.1-2025-04-14,GPT-4.1 Apr-25,7848,231,8079,2003.9658546447756,3,3,2,0.5,0.6,0.5454545454545454,0.25,8,0.017544,0.412284,
4574940326,2,3777b95d-a200-4316-9228-b4f2303aa736,2026-04-19T22:35:38.770898+00:00,36,Q1,elektrina_vn,cs_en,few_shot,gpt-4.1-nano,GPT-4.1 nano,9439,296,9735,1842.9412841796875,8,14,0,0.3636363636363636,1.0,0.5333333333333333,0.0,22,0.0010623,0.02496405,
4574940326,2,3777b95d-a200-4316-9228-b4f2303aa736,2026-04-19T22:35:38.770898+00:00,36,Q1,elektrina_vn,cs_en,few_shot,gpt-4o-mini,GPT-4o mini,9439,238,9677,3052.063465118408,12,10,0,0.5454545454545454,1.0,0.7058823529411764,0.0,22,0.00155865,0.036628275,
4574940326,2,3777b95d-a200-4316-9228-b4f2303aa736,2026-04-19T22:35:38.770898+00:00,36,Q1,elektrina_vn,cs_en,few_shot,gpt-4.1-mini,GPT-4.1 mini,9439,236,9675,2509.2945098876958,9,8,5,0.5294117647058824,0.6428571428571429,0.5806451612903226,0.2272727272727272,22,0.0041532,0.0976002,
4574940326,2,3777b95d-a200-4316-9228-b4f2303aa736,2026-04-19T22:35:38.770898+00:00,36,Q1,elektrina_vn,cs_en,few_shot,gpt-4o,GPT-4o,9439,248,9687,2444.7453022003174,13,9,0,0.5909090909090909,1.0,0.7428571428571429,0.0,22,0.0260775,0.61282125,
4574940326,2,3777b95d-a200-4316-9228-b4f2303aa736,2026-04-19T22:35:38.770898+00:00,36,Q1,elektrina_vn,cs_en,few_shot,gpt-4o-2024-11-20,GPT-4o Nov-24,9439,239,9678,1600.8617877960205,12,10,0,0.5454545454545454,1.0,0.7058823529411764,0.0,22,0.0259875,0.61070625,
4574940326,2,3777b95d-a200-4316-9228-b4f2303aa736,2026-04-19T22:35:38.770898+00:00,36,Q1,elektrina_vn,cs_en,few_shot,gpt-4.1,GPT-4.1,9439,237,9676,2418.518543243408,10,8,4,0.5555555555555556,0.7142857142857143,0.6250000000000001,0.1818181818181818,22,0.020774,0.488189,
4574940326,2,3777b95d-a200-4316-9228-b4f2303aa736,2026-04-19T22:35:38.770898+00:00,36,Q1,elektrina_vn,cs_en,few_shot,gpt-4.1-2025-04-14,GPT-4.1 Apr-25,9439,237,9676,1913.8901233673096,11,8,3,0.5789473684210527,0.7857142857142857,0.6666666666666667,0.1363636363636363,22,0.020774,0.488189,
2901d59561,2,3777b95d-a200-4316-9228-b4f2303aa736,2026-04-19T22:35:38.770898+00:00,37,Q1,elektrina_vn,cs_en,few_shot,gpt-4.1-nano,GPT-4.1 nano,10240,297,10537,3585.1171016693115,10,12,0,0.4545454545454545,1.0,0.625,0.0,22,0.0011428,0.0268558,
2901d59561,2,3777b95d-a200-4316-9228-b4f2303aa736,2026-04-19T22:35:38.770898+00:00,37,Q1,elektrina_vn,cs_en,few_shot,gpt-4o-mini,GPT-4o mini,10240,237,10477,3163.496971130371,11,11,0,0.5,1.0,0.6666666666666666,0.0,22,0.0016782,0.0394377,
2901d59561,2,3777b95d-a200-4316-9228-b4f2303aa736,2026-04-19T22:35:38.770898+00:00,37,Q1,elektrina_vn,cs_en,few_shot,gpt-4.1-mini,GPT-4.1 mini,10240,222,10462,3015.51365852356,8,10,4,0.4444444444444444,0.6666666666666666,0.5333333333333333,0.1818181818181818,22,0.0044512,0.1046032,
2901d59561,2,3777b95d-a200-4316-9228-b4f2303aa736,2026-04-19T22:35:38.770898+00:00,37,Q1,elektrina_vn,cs_en,few_shot,gpt-4o,GPT-4o,10240,215,10455,1994.511127471924,7,3,12,0.7,0.3684210526315789,0.4827586206896551,0.5454545454545454,22,0.02775,0.652125,
2901d59561,2,3777b95d-a200-4316-9228-b4f2303aa736,2026-04-19T22:35:38.770898+00:00,37,Q1,elektrina_vn,cs_en,few_shot,gpt-4o-2024-11-20,GPT-4o Nov-24,10240,245,10485,2038.9549732208247,11,11,0,0.5,1.0,0.6666666666666666,0.0,22,0.02805,0.659175,
2901d59561,2,3777b95d-a200-4316-9228-b4f2303aa736,2026-04-19T22:35:38.770898+00:00,37,Q1,elektrina_vn,cs_en,few_shot,gpt-4.1,GPT-4.1,10240,238,10478,2509.049892425537,13,8,1,0.6190476190476191,0.9285714285714286,0.742857142857143,0.0454545454545454,22,0.022384,0.526024,
2901d59561,2,3777b95d-a200-4316-9228-b4f2303aa736,2026-04-19T22:35:38.770898+00:00,37,Q1,elektrina_vn,cs_en,few_shot,gpt-4.1-2025-04-14,GPT-4.1 Apr-25,10240,234,10474,2241.694688796997,14,5,3,0.7368421052631579,0.8235294117647058,0.7777777777777778,0.1363636363636363,22,0.022352,0.525272,
61ff4ecb29,2,3777b95d-a200-4316-9228-b4f2303aa736,2026-04-19T22:35:38.770898+00:00,38,Q2,elektrina_vn,cs_en,few_shot,gpt-4.1-nano,GPT-4.1 nano,9565,292,9857,2309.2191219329834,7,15,0,0.3181818181818182,1.0,0.4827586206896552,0.0,22,0.0010733,0.0252225499999999,
61ff4ecb29,2,3777b95d-a200-4316-9228-b4f2303aa736,2026-04-19T22:35:38.770898+00:00,38,Q2,elektrina_vn,cs_en,few_shot,gpt-4o-mini,GPT-4o mini,9565,229,9794,3134.264707565308,6,16,0,0.2727272727272727,1.0,0.4285714285714285,0.0,22,0.00157215,0.036945525,
61ff4ecb29,2,3777b95d-a200-4316-9228-b4f2303aa736,2026-04-19T22:35:38.770898+00:00,38,Q2,elektrina_vn,cs_en,few_shot,gpt-4.1-mini,GPT-4.1 mini,9565,236,9801,2318.892002105713,12,10,0,0.5454545454545454,1.0,0.7058823529411764,0.0,22,0.0042036,0.0987846,
61ff4ecb29,2,3777b95d-a200-4316-9228-b4f2303aa736,2026-04-19T22:35:38.770898+00:00,38,Q2,elektrina_vn,cs_en,few_shot,gpt-4o,GPT-4o,9565,233,9798,2334.4430923461914,8,14,0,0.3636363636363636,1.0,0.5333333333333333,0.0,22,0.0262425,0.61669875,
61ff4ecb29,2,3777b95d-a200-4316-9228-b4f2303aa736,2026-04-19T22:35:38.770898+00:00,38,Q2,elektrina_vn,cs_en,few_shot,gpt-4o-2024-11-20,GPT-4o Nov-24,9565,234,9799,1724.4329452514648,8,14,0,0.3636363636363636,1.0,0.5333333333333333,0.0,22,0.0262525,0.6169337500000001,
61ff4ecb29,2,3777b95d-a200-4316-9228-b4f2303aa736,2026-04-19T22:35:38.770898+00:00,38,Q2,elektrina_vn,cs_en,few_shot,gpt-4.1,GPT-4.1,9565,230,9795,2924.508571624756,11,8,3,0.5789473684210527,0.7857142857142857,0.6666666666666667,0.1363636363636363,22,0.02097,0.492795,
61ff4ecb29,2,3777b95d-a200-4316-9228-b4f2303aa736,2026-04-19T22:35:38.770898+00:00,38,Q2,elektrina_vn,cs_en,few_shot,gpt-4.1-2025-04-14,GPT-4.1 Apr-25,9565,234,9799,2328.9570808410645,12,9,1,0.5714285714285714,0.9230769230769232,0.7058823529411765,0.0454545454545454,22,0.021002,0.493547,
646661dad9,2,3777b95d-a200-4316-9228-b4f2303aa736,2026-04-19T22:35:38.770898+00:00,39,Q2,elektrina_vn,cs_en,few_shot,gpt-4.1-nano,GPT-4.1 nano,8969,298,9267,1811.7811679840088,10,12,0,0.4545454545454545,1.0,0.625,0.0,22,0.0010161,0.02387835,
646661dad9,2,3777b95d-a200-4316-9228-b4f2303aa736,2026-04-19T22:35:38.770898+00:00,39,Q2,elektrina_vn,cs_en,few_shot,gpt-4o-mini,GPT-4o mini,8969,235,9204,2925.944566726685,9,13,0,0.4090909090909091,1.0,0.5806451612903226,0.0,22,0.00148635,0.034929225,
646661dad9,2,3777b95d-a200-4316-9228-b4f2303aa736,2026-04-19T22:35:38.770898+00:00,39,Q2,elektrina_vn,cs_en,few_shot,gpt-4.1-mini,GPT-4.1 mini,8969,245,9214,3055.0127029418945,7,15,0,0.3181818181818182,1.0,0.4827586206896552,0.0,22,0.0039796,0.0935206,
646661dad9,2,3777b95d-a200-4316-9228-b4f2303aa736,2026-04-19T22:35:38.770898+00:00,39,Q2,elektrina_vn,cs_en,few_shot,gpt-4o,GPT-4o,8969,244,9213,4717.086315155029,12,10,0,0.5454545454545454,1.0,0.7058823529411764,0.0,22,0.0248625,0.58426875,
646661dad9,2,3777b95d-a200-4316-9228-b4f2303aa736,2026-04-19T22:35:38.770898+00:00,39,Q2,elektrina_vn,cs_en,few_shot,gpt-4o-2024-11-20,GPT-4o Nov-24,8969,242,9211,1770.907640457153,10,12,0,0.4545454545454545,1.0,0.625,0.0,22,0.0248425,0.58379875,
646661dad9,2,3777b95d-a200-4316-9228-b4f2303aa736,2026-04-19T22:35:38.770898+00:00,39,Q2,elektrina_vn,cs_en,few_shot,gpt-4.1,GPT-4.1,8969,232,9201,2630.559206008911,10,9,3,0.5263157894736842,0.7692307692307693,0.625,0.1363636363636363,22,0.019794,0.465159,
646661dad9,2,3777b95d-a200-4316-9228-b4f2303aa736,2026-04-19T22:35:38.770898+00:00,39,Q2,elektrina_vn,cs_en,few_shot,gpt-4.1-2025-04-14,GPT-4.1 Apr-25,8969,235,9204,2340.199708938598,12,8,2,0.6,0.8571428571428571,0.7058823529411764,0.0909090909090909,22,0.019818,0.465723,
ff62d1ef28,2,3777b95d-a200-4316-9228-b4f2303aa736,2026-04-19T22:35:38.770898+00:00,40,Q2,elektrina_vn,cs_en,few_shot,gpt-4.1-nano,GPT-4.1 nano,8808,293,9101,1709.8112106323242,11,11,0,0.5,1.0,0.6666666666666666,0.0,22,0.000998,0.023453,
ff62d1ef28,2,3777b95d-a200-4316-9228-b4f2303aa736,2026-04-19T22:35:38.770898+00:00,40,Q2,elektrina_vn,cs_en,few_shot,gpt-4o-mini,GPT-4o mini,8808,200,9008,2842.063665390014,5,0,17,1.0,0.2272727272727272,0.3703703703703703,0.7727272727272727,22,0.0014412,0.0338682,
ff62d1ef28,2,3777b95d-a200-4316-9228-b4f2303aa736,2026-04-19T22:35:38.770898+00:00,40,Q2,elektrina_vn,cs_en,few_shot,gpt-4.1-mini,GPT-4.1 mini,8808,217,9025,2526.8867015838623,9,2,11,0.8181818181818182,0.45,0.5806451612903226,0.5,22,0.0038704,0.0909544,
ff62d1ef28,2,3777b95d-a200-4316-9228-b4f2303aa736,2026-04-19T22:35:38.770898+00:00,40,Q2,elektrina_vn,cs_en,few_shot,gpt-4o,GPT-4o,8808,207,9015,3751.039743423462,6,0,16,1.0,0.2727272727272727,0.4285714285714285,0.7272727272727273,22,0.02409,0.566115,
ff62d1ef28,2,3777b95d-a200-4316-9228-b4f2303aa736,2026-04-19T22:35:38.770898+00:00,40,Q2,elektrina_vn,cs_en,few_shot,gpt-4o-2024-11-20,GPT-4o Nov-24,8808,213,9021,1723.4759330749512,9,0,13,1.0,0.4090909090909091,0.5806451612903226,0.5909090909090909,22,0.02415,0.5675250000000001,
ff62d1ef28,2,3777b95d-a200-4316-9228-b4f2303aa736,2026-04-19T22:35:38.770898+00:00,40,Q2,elektrina_vn,cs_en,few_shot,gpt-4.1,GPT-4.1,8808,237,9045,2824.8987197875977,15,6,1,0.7142857142857143,0.9375,0.8108108108108109,0.0454545454545454,22,0.019512,0.458532,
ff62d1ef28,2,3777b95d-a200-4316-9228-b4f2303aa736,2026-04-19T22:35:38.770898+00:00,40,Q2,elektrina_vn,cs_en,few_shot,gpt-4.1-2025-04-14,GPT-4.1 Apr-25,8808,235,9043,2735.514640808105,15,5,2,0.75,0.8823529411764706,0.8108108108108107,0.0909090909090909,22,0.019496,0.458156,
390d674413,2,3777b95d-a200-4316-9228-b4f2303aa736,2026-04-19T22:35:38.770898+00:00,41,Q2,elektrina_vn,cs_en,few_shot,gpt-4.1-nano,GPT-4.1 nano,7849,234,8083,1591.8338298797607,4,3,1,0.5714285714285714,0.8,0.6666666666666666,0.125,8,0.0008785,0.02064475,
390d674413,2,3777b95d-a200-4316-9228-b4f2303aa736,2026-04-19T22:35:38.770898+00:00,41,Q2,elektrina_vn,cs_en,few_shot,gpt-4o-mini,GPT-4o mini,7849,232,8081,2829.987049102783,5,2,1,0.7142857142857143,0.8333333333333334,0.7692307692307692,0.125,8,0.0013165499999999,0.0309389249999999,
390d674413,2,3777b95d-a200-4316-9228-b4f2303aa736,2026-04-19T22:35:38.770898+00:00,41,Q2,elektrina_vn,cs_en,few_shot,gpt-4.1-mini,GPT-4.1 mini,7849,244,8093,2230.553150177002,6,2,0,0.75,1.0,0.8571428571428571,0.0,8,0.00353,0.082955,
390d674413,2,3777b95d-a200-4316-9228-b4f2303aa736,2026-04-19T22:35:38.770898+00:00,41,Q2,elektrina_vn,cs_en,few_shot,gpt-4o,GPT-4o,7849,239,8088,2218.959093093872,6,1,1,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.125,8,0.0220125,0.51729375,
390d674413,2,3777b95d-a200-4316-9228-b4f2303aa736,2026-04-19T22:35:38.770898+00:00,41,Q2,elektrina_vn,cs_en,few_shot,gpt-4o-2024-11-20,GPT-4o Nov-24,7849,200,8049,1617.591142654419,6,1,1,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.125,8,0.0216225,0.50812875,
390d674413,2,3777b95d-a200-4316-9228-b4f2303aa736,2026-04-19T22:35:38.770898+00:00,41,Q2,elektrina_vn,cs_en,few_shot,gpt-4.1,GPT-4.1,7849,230,8079,2316.626071929932,5,1,2,0.8333333333333334,0.7142857142857143,0.7692307692307692,0.25,8,0.017538,0.412143,
390d674413,2,3777b95d-a200-4316-9228-b4f2303aa736,2026-04-19T22:35:38.770898+00:00,41,Q2,elektrina_vn,cs_en,few_shot,gpt-4.1-2025-04-14,GPT-4.1 Apr-25,7849,230,8079,2218.4975147247314,5,1,2,0.8333333333333334,0.7142857142857143,0.7692307692307692,0.25,8,0.017538,0.412143,
7e7b574a1e,2,3777b95d-a200-4316-9228-b4f2303aa736,2026-04-19T22:35:38.770898+00:00,42,Q2,elektrina_vn,cs_en,few_shot,gpt-4.1-nano,GPT-4.1 nano,7842,237,8079,2241.563320159912,3,4,1,0.4285714285714285,0.75,0.5454545454545454,0.125,8,0.000879,0.0206565,
7e7b574a1e,2,3777b95d-a200-4316-9228-b4f2303aa736,2026-04-19T22:35:38.770898+00:00,42,Q2,elektrina_vn,cs_en,few_shot,gpt-4o-mini,GPT-4o mini,7842,241,8083,3043.409585952759,7,1,0,0.875,1.0,0.9333333333333332,0.0,8,0.0013208999999999,0.0310411499999999,
7e7b574a1e,2,3777b95d-a200-4316-9228-b4f2303aa736,2026-04-19T22:35:38.770898+00:00,42,Q2,elektrina_vn,cs_en,few_shot,gpt-4.1-mini,GPT-4.1 mini,7842,238,8080,2539.543390274048,6,1,1,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.125,8,0.0035176,0.0826636,
7e7b574a1e,2,3777b95d-a200-4316-9228-b4f2303aa736,2026-04-19T22:35:38.770898+00:00,42,Q2,elektrina_vn,cs_en,few_shot,gpt-4o,GPT-4o,7842,247,8089,2313.107252120972,7,1,0,0.875,1.0,0.9333333333333332,0.0,8,0.022075,0.5187625,
7e7b574a1e,2,3777b95d-a200-4316-9228-b4f2303aa736,2026-04-19T22:35:38.770898+00:00,42,Q2,elektrina_vn,cs_en,few_shot,gpt-4o-2024-11-20,GPT-4o Nov-24,7842,245,8087,2118.2730197906494,7,1,0,0.875,1.0,0.9333333333333332,0.0,8,0.022055,0.5182925,
7e7b574a1e,2,3777b95d-a200-4316-9228-b4f2303aa736,2026-04-19T22:35:38.770898+00:00,42,Q2,elektrina_vn,cs_en,few_shot,gpt-4.1,GPT-4.1,7842,246,8088,2931.2853813171387,7,1,0,0.875,1.0,0.9333333333333332,0.0,8,0.017652,0.414822,
7e7b574a1e,2,3777b95d-a200-4316-9228-b4f2303aa736,2026-04-19T22:35:38.770898+00:00,42,Q2,elektrina_vn,cs_en,few_shot,gpt-4.1-2025-04-14,GPT-4.1 Apr-25,7842,242,8084,2228.83415222168,7,1,0,0.875,1.0,0.9333333333333332,0.0,8,0.01762,0.41407,
5cd81811e6,2,3777b95d-a200-4316-9228-b4f2303aa736,2026-04-19T22:35:38.770898+00:00,43,Q2,elektrina_vn,cs_en,few_shot,gpt-4.1-nano,GPT-4.1 nano,9639,281,9920,1889.277935028076,9,13,0,0.4090909090909091,1.0,0.5806451612903226,0.0,22,0.0010763,0.02529305,
5cd81811e6,2,3777b95d-a200-4316-9228-b4f2303aa736,2026-04-19T22:35:38.770898+00:00,43,Q2,elektrina_vn,cs_en,few_shot,gpt-4o-mini,GPT-4o mini,9639,227,9866,3132.793188095093,12,10,0,0.5454545454545454,1.0,0.7058823529411764,0.0,22,0.00158205,0.037178175,
5cd81811e6,2,3777b95d-a200-4316-9228-b4f2303aa736,2026-04-19T22:35:38.770898+00:00,43,Q2,elektrina_vn,cs_en,few_shot,gpt-4.1-mini,GPT-4.1 mini,9639,230,9869,2209.5117568969727,10,10,2,0.5,0.8333333333333334,0.625,0.0909090909090909,22,0.0042236,0.0992546,
5cd81811e6,2,3777b95d-a200-4316-9228-b4f2303aa736,2026-04-19T22:35:38.770898+00:00,43,Q2,elektrina_vn,cs_en,few_shot,gpt-4o,GPT-4o,9639,203,9842,2739.865064620972,5,3,14,0.625,0.2631578947368421,0.3703703703703703,0.6363636363636364,22,0.0261275,0.61399625,
5cd81811e6,2,3777b95d-a200-4316-9228-b4f2303aa736,2026-04-19T22:35:38.770898+00:00,43,Q2,elektrina_vn,cs_en,few_shot,gpt-4o-2024-11-20,GPT-4o Nov-24,9639,204,9843,1521.9886302947998,6,2,14,0.75,0.3,0.4285714285714285,0.6363636363636364,22,0.0261375,0.61423125,
5cd81811e6,2,3777b95d-a200-4316-9228-b4f2303aa736,2026-04-19T22:35:38.770898+00:00,43,Q2,elektrina_vn,cs_en,few_shot,gpt-4.1,GPT-4.1,9639,205,9844,1800.719976425171,7,9,6,0.4375,0.5384615384615384,0.4827586206896552,0.2727272727272727,22,0.020918,0.491573,
5cd81811e6,2,3777b95d-a200-4316-9228-b4f2303aa736,2026-04-19T22:35:38.770898+00:00,43,Q2,elektrina_vn,cs_en,few_shot,gpt-4.1-2025-04-14,GPT-4.1 Apr-25,9639,205,9844,1872.450828552246,7,9,6,0.4375,0.5384615384615384,0.4827586206896552,0.2727272727272727,22,0.020918,0.491573,
10ce5bf970,2,3777b95d-a200-4316-9228-b4f2303aa736,2026-04-19T22:35:38.770898+00:00,44,Q2,elektrina_vn,cs_en,few_shot,gpt-4.1-nano,GPT-4.1 nano,7612,239,7851,1459.73801612854,4,4,0,0.5,1.0,0.6666666666666666,0.0,8,0.0008568,0.0201348,
10ce5bf970,2,3777b95d-a200-4316-9228-b4f2303aa736,2026-04-19T22:35:38.770898+00:00,44,Q2,elektrina_vn,cs_en,few_shot,gpt-4o-mini,GPT-4o mini,7612,244,7856,3027.383089065552,4,4,0,0.5,1.0,0.6666666666666666,0.0,8,0.0012882,0.0302727,
10ce5bf970,2,3777b95d-a200-4316-9228-b4f2303aa736,2026-04-19T22:35:38.770898+00:00,44,Q2,elektrina_vn,cs_en,few_shot,gpt-4.1-mini,GPT-4.1 mini,7612,210,7822,2335.620880126953,2,5,1,0.2857142857142857,0.6666666666666666,0.4,0.125,8,0.0033808,0.0794488,
10ce5bf970,2,3777b95d-a200-4316-9228-b4f2303aa736,2026-04-19T22:35:38.770898+00:00,44,Q2,elektrina_vn,cs_en,few_shot,gpt-4o,GPT-4o,7612,212,7824,2221.18616104126,4,2,2,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.25,8,0.02115,0.497025,
10ce5bf970,2,3777b95d-a200-4316-9228-b4f2303aa736,2026-04-19T22:35:38.770898+00:00,44,Q2,elektrina_vn,cs_en,few_shot,gpt-4o-2024-11-20,GPT-4o Nov-24,7612,210,7822,1388.925552368164,4,3,1,0.5714285714285714,0.8,0.6666666666666666,0.125,8,0.02113,0.4965549999999999,
10ce5bf970,2,3777b95d-a200-4316-9228-b4f2303aa736,2026-04-19T22:35:38.770898+00:00,44,Q2,elektrina_vn,cs_en,few_shot,gpt-4.1,GPT-4.1,7612,182,7794,1724.11847114563,3,1,4,0.75,0.4285714285714285,0.5454545454545454,0.5,8,0.01668,0.39198,
10ce5bf970,2,3777b95d-a200-4316-9228-b4f2303aa736,2026-04-19T22:35:38.770898+00:00,44,Q2,elektrina_vn,cs_en,few_shot,gpt-4.1-2025-04-14,GPT-4.1 Apr-25,7612,215,7827,2897.6759910583496,5,1,2,0.8333333333333334,0.7142857142857143,0.7692307692307692,0.25,8,0.016944,0.398184,
aaaf40a706,2,3777b95d-a200-4316-9228-b4f2303aa736,2026-04-19T22:35:38.770898+00:00,45,Q2,elektrina_vn,cs_en,few_shot,gpt-4.1-nano,GPT-4.1 nano,10208,277,10485,1813.0500316619875,11,11,0,0.5,1.0,0.6666666666666666,0.0,22,0.0011316,0.0265926,
aaaf40a706,2,3777b95d-a200-4316-9228-b4f2303aa736,2026-04-19T22:35:38.770898+00:00,45,Q2,elektrina_vn,cs_en,few_shot,gpt-4o-mini,GPT-4o mini,10208,241,10449,2968.456983566284,11,11,0,0.5,1.0,0.6666666666666666,0.0,22,0.0016757999999999,0.0393812999999999,
aaaf40a706,2,3777b95d-a200-4316-9228-b4f2303aa736,2026-04-19T22:35:38.770898+00:00,45,Q2,elektrina_vn,cs_en,few_shot,gpt-4.1-mini,GPT-4.1 mini,10208,224,10432,2255.2270889282227,14,8,0,0.6363636363636364,1.0,0.7777777777777778,0.0,22,0.0044416,0.1043776,
aaaf40a706,2,3777b95d-a200-4316-9228-b4f2303aa736,2026-04-19T22:35:38.770898+00:00,45,Q2,elektrina_vn,cs_en,few_shot,gpt-4o,GPT-4o,10208,208,10416,2310.918092727661,8,4,10,0.6666666666666666,0.4444444444444444,0.5333333333333333,0.4545454545454545,22,0.0276,0.6486,
aaaf40a706,2,3777b95d-a200-4316-9228-b4f2303aa736,2026-04-19T22:35:38.770898+00:00,45,Q2,elektrina_vn,cs_en,few_shot,gpt-4o-2024-11-20,GPT-4o Nov-24,10208,233,10441,2081.590414047241,13,9,0,0.5909090909090909,1.0,0.7428571428571429,0.0,22,0.02785,0.654475,
aaaf40a706,2,3777b95d-a200-4316-9228-b4f2303aa736,2026-04-19T22:35:38.770898+00:00,45,Q2,elektrina_vn,cs_en,few_shot,gpt-4.1,GPT-4.1,10208,226,10434,1915.6906604766848,12,9,1,0.5714285714285714,0.9230769230769232,0.7058823529411765,0.0454545454545454,22,0.022224,0.5222640000000001,
aaaf40a706,2,3777b95d-a200-4316-9228-b4f2303aa736,2026-04-19T22:35:38.770898+00:00,45,Q2,elektrina_vn,cs_en,few_shot,gpt-4.1-2025-04-14,GPT-4.1 Apr-25,10208,227,10435,1921.276330947876,12,9,1,0.5714285714285714,0.9230769230769232,0.7058823529411765,0.0454545454545454,22,0.022232,0.5224519999999999,
45e8723c1c,2,3777b95d-a200-4316-9228-b4f2303aa736,2026-04-19T22:35:38.770898+00:00,46,Q2,elektrina_vn,cs_en,few_shot,gpt-4.1-nano,GPT-4.1 nano,8735,297,9032,1882.644891738892,8,14,0,0.3636363636363636,1.0,0.5333333333333333,0.0,22,0.0009923,0.02331905,
45e8723c1c,2,3777b95d-a200-4316-9228-b4f2303aa736,2026-04-19T22:35:38.770898+00:00,46,Q2,elektrina_vn,cs_en,few_shot,gpt-4o-mini,GPT-4o mini,8735,241,8976,3768.399000167847,8,14,0,0.3636363636363636,1.0,0.5333333333333333,0.0,22,0.00145485,0.0341889749999999,
45e8723c1c,2,3777b95d-a200-4316-9228-b4f2303aa736,2026-04-19T22:35:38.770898+00:00,46,Q2,elektrina_vn,cs_en,few_shot,gpt-4.1-mini,GPT-4.1 mini,8735,237,8972,3036.352634429932,10,12,0,0.4545454545454545,1.0,0.625,0.0,22,0.0038732,0.0910202,
45e8723c1c,2,3777b95d-a200-4316-9228-b4f2303aa736,2026-04-19T22:35:38.770898+00:00,46,Q2,elektrina_vn,cs_en,few_shot,gpt-4o,GPT-4o,8735,226,8961,2031.212568283081,11,11,0,0.5,1.0,0.6666666666666666,0.0,22,0.0240975,0.56629125,
45e8723c1c,2,3777b95d-a200-4316-9228-b4f2303aa736,2026-04-19T22:35:38.770898+00:00,46,Q2,elektrina_vn,cs_en,few_shot,gpt-4o-2024-11-20,GPT-4o Nov-24,8735,246,8981,1610.2170944213867,12,10,0,0.5454545454545454,1.0,0.7058823529411764,0.0,22,0.0242975,0.57099125,
45e8723c1c,2,3777b95d-a200-4316-9228-b4f2303aa736,2026-04-19T22:35:38.770898+00:00,46,Q2,elektrina_vn,cs_en,few_shot,gpt-4.1,GPT-4.1,8735,234,8969,2736.3221645355225,14,8,0,0.6363636363636364,1.0,0.7777777777777778,0.0,22,0.019342,0.454537,
45e8723c1c,2,3777b95d-a200-4316-9228-b4f2303aa736,2026-04-19T22:35:38.770898+00:00,46,Q2,elektrina_vn,cs_en,few_shot,gpt-4.1-2025-04-14,GPT-4.1 Apr-25,8735,236,8971,3460.258960723877,13,9,0,0.5909090909090909,1.0,0.7428571428571429,0.0,22,0.019358,0.454913,
98af68f396,2,3777b95d-a200-4316-9228-b4f2303aa736,2026-04-19T22:35:38.770898+00:00,47,Q2,elektrina_vn,cs_en,few_shot,gpt-4.1-nano,GPT-4.1 nano,9070,297,9367,3424.076795578003,8,14,0,0.3636363636363636,1.0,0.5333333333333333,0.0,22,0.0010257999999999,0.0241062999999999,
