strategie,kvalita,komodita,f1,precision,recall,null_rate,prompt_tokens,completion_tokens,latency_ms,cost_usd,cost_czk,pole_celkem,pole_spravne
zero_shot,Q2,plyn_vo,0.2,0.2857142857142857,0.15384615384615385,0.6111111111111112,7585,185,1372.6937770843506,0.0008325,0.01956375,0,0
zero_shot_rules,Q2,plyn_vo,0.2,0.25,0.16666666666666666,0.5555555555555556,8790,186,1636.230707168579,0.0009534,0.0224049,0,0
few_shot,Q2,plyn_vo,0.4347826086956522,0.38461538461538464,0.5,0.2777777777777778,10408,234,1956.9149017333984,0.0011343999999999998,0.026658399999999995,0,0
chain_of_thought,Q2,plyn_vo,0.2,0.2857142857142857,0.15384615384615385,0.6111111111111112,8839,184,1483.5736751556396,0.0009575000000000001,0.022501250000000004,0,0
zero_shot,Q3,plyn_vo,0.2,0.6666666666666666,0.11764705882352941,0.8333333333333334,4935,170,1645.3986167907715,0.0005615,0.01319525,0,0
zero_shot_rules,Q3,plyn_vo,0.19999999999999998,1.0,0.1111111111111111,0.8888888888888888,6140,167,1199.798583984375,0.0006808,0.0159988,0,0
few_shot,Q3,plyn_vo,0.2,0.3333333333333333,0.14285714285714285,0.6666666666666666,7758,207,1571.3403224945068,0.0008586000000000002,0.020177100000000003,0,0
chain_of_thought,Q3,plyn_vo,0.0,0.0,0.0,1.0,6189,142,1058.0971240997314,0.0006757,0.01587895,0,0
zero_shot,Q3,plyn_vo,0.6666666666666666,0.5,1.0,0.0,4228,180,1464.9088382720947,0.0004948,0.0116278,0,0
zero_shot_rules,Q3,plyn_vo,0.3333333333333333,0.2857142857142857,0.4,0.3,5433,175,1203.8543224334717,0.0006133000000000001,0.014412550000000003,0,0
few_shot,Q3,plyn_vo,0.5714285714285715,0.4,1.0,0.0,7051,224,1625.6299018859863,0.0007947000000000001,0.018675450000000003,0,0
chain_of_thought,Q3,plyn_vo,0.6666666666666667,0.5555555555555556,0.8333333333333334,0.1,5482,211,1388.7474536895752,0.0006326,0.0148661,0,0
zero_shot,Q1,plyn_vo,0.19999999999999998,0.2222222222222222,0.18181818181818182,0.5,7946,190,2180.7799339294434,0.0008706,0.0204591,0,0
zero_shot_rules,Q1,plyn_vo,0.20000000000000004,0.2,0.2,0.4444444444444444,9151,192,1370.1002597808838,0.0009919,0.02330965,0,0
few_shot,Q1,plyn_vo,0.43478260869565216,0.45454545454545453,0.4166666666666667,0.3888888888888889,10769,230,1821.929693222046,0.0011689,0.02746915,0,0
chain_of_thought,Q1,plyn_vo,0.2,0.2857142857142857,0.15384615384615385,0.6111111111111112,9200,184,1251.5149116516113,0.0009936,0.0233496,0,0
zero_shot,Q3,teplo,0.3636363636363636,0.2222222222222222,1.0,0.0,3988,91,1149.2440700531006,0.0004352,0.0102272,0,0
zero_shot_rules,Q3,teplo,0.3636363636363636,0.2222222222222222,1.0,0.0,4712,104,1131.9828033447266,0.0005128000000000001,0.012050800000000002,0,0
few_shot,Q3,teplo,0.36363636363636365,0.2857142857142857,0.5,0.2222222222222222,6656,97,941.4308071136475,0.0007044,0.0165534,0,0
chain_of_thought,Q3,teplo,0.36363636363636365,0.25,0.6666666666666666,0.1111111111111111,4761,86,823.6873149871826,0.0005105,0.01199675,0,0
zero_shot,Q2,teplo,0.5,0.3333333333333333,1.0,0.0,2707,91,988.2655143737793,0.0003071,0.0072168499999999995,0,0
zero_shot_rules,Q2,teplo,0.5,0.3333333333333333,1.0,0.0,3431,88,965.0838375091553,0.00037830000000000003,0.00889005,0,0
few_shot,Q2,teplo,0.7142857142857143,0.5555555555555556,1.0,0.0,5375,111,869.3399429321289,0.0005819,0.01367465,0,0
chain_of_thought,Q2,teplo,0.3636363636363636,0.3333333333333333,0.4,0.3333333333333333,3480,73,835.4547023773193,0.0003772,0.008864200000000001,0,0
zero_shot,Q1,teplo,1.0,1.0,1.0,0.0,6160,89,974.513053894043,0.0006516,0.0153126,0,0
zero_shot_rules,Q1,teplo,1.0,1.0,1.0,0.0,6884,89,833.1282138824463,0.0007240000000000001,0.017014000000000005,0,0
few_shot,Q1,teplo,1.0,1.0,1.0,0.0,8828,106,963.9480113983154,0.0009252,0.0217422,0,0
chain_of_thought,Q1,teplo,1.0,1.0,1.0,0.0,6933,89,897.2017765045166,0.0007289000000000001,0.017129150000000003,0,0
zero_shot,Q2,teplo,0.5,0.42857142857142855,0.6,0.2222222222222222,2671,79,1314.560890197754,0.00029870000000000005,0.007019450000000001,0,0
zero_shot_rules,Q2,teplo,0.7142857142857143,0.5555555555555556,1.0,0.0,3395,88,1712.419033050537,0.0003747,0.00880545,0,0
few_shot,Q2,teplo,0.6153846153846153,0.4444444444444444,1.0,0.0,5339,106,1339.3731117248535,0.0005763,0.01354305,0,0
chain_of_thought,Q2,teplo,0.6153846153846154,0.5,0.8,0.1111111111111111,3444,85,1179.4021129608154,0.00037840000000000004,0.008892400000000002,0,0
zero_shot,q1,teplo,0.7999999999999999,0.8571428571428571,0.75,0.2222222222222222,4354,81,1158.017873764038,0.0004678,0.0109933,0,0
zero_shot_rules,q1,teplo,0.8750000000000001,0.7777777777777778,1.0,0.0,5078,90,1487.8334999084473,0.0005438,0.0127793,0,0
few_shot,q1,teplo,0.8750000000000001,0.7777777777777778,1.0,0.0,7022,106,1049.0937232971191,0.0007446,0.0174981,0,0
chain_of_thought,q1,teplo,0.6153846153846154,0.8,0.5,0.4444444444444444,5127,70,1130.6087970733643,0.0005407000000000001,0.012706450000000001,0,0
zero_shot,Q3,voda,0.5714285714285715,0.4,1.0,0.0,1810,108,1387.7885341644287,0.0002242,0.0052687,0,0
zero_shot_rules,Q3,voda,0.4615384615384615,0.5,0.42857142857142855,0.4,2588,96,917.6006317138672,0.00029720000000000007,0.006984200000000001,0,0
few_shot,Q3,voda,0.4615384615384615,0.42857142857142855,0.5,0.3,4353,111,1249.617576599121,0.00047970000000000006,0.011272950000000002,0,0
chain_of_thought,Q3,voda,0.3333333333333333,0.5,0.25,0.6,2637,86,1212.9664421081543,0.0002981,0.00700535,0,0
zero_shot,Q3,voda,0.0,0.0,0.0,0.9,3396,78,780.689001083374,0.0003708,0.0087138,0,0
zero_shot_rules,Q3,voda,0.0,0.0,0.0,0.9,4174,68,634.624719619751,0.0004446,0.0104481,0,0
few_shot,Q3,voda,0.0,0.0,0.0,0.0,5939,120,1115.3419017791748,0.0006418999999999999,0.015084649999999998,0,0
chain_of_thought,Q3,voda,0.0,0.0,0.0,1.0,4223,65,896.5442180633545,0.0004483,0.01053505,0,0
zero_shot,Q2,voda,0.8235294117647058,0.7,1.0,0.0,5043,103,1623.1558322906494,0.0005455,0.012819249999999999,0,0
zero_shot_rules,Q2,voda,0.888888888888889,0.8,1.0,0.0,5821,103,876.9845962524414,0.0006233,0.01464755,0,0
few_shot,Q2,voda,0.8235294117647058,0.7,1.0,0.0,7586,122,969.2075252532959,0.0008074,0.0189739,0,0
chain_of_thought,Q2,voda,0.888888888888889,0.8,1.0,0.0,5870,103,1109.2829704284668,0.0006282000000000001,0.014762700000000002,0,0
zero_shot,Q2,voda,0.33333333333333337,0.2,1.0,0.0,3342,101,1001.3089179992676,0.0003746,0.0088031,0,0
zero_shot_rules,Q2,voda,0.5714285714285715,0.4,1.0,0.0,4120,101,897.4654674530029,0.0004524,0.0106314,0,0
few_shot,Q2,voda,0.8235294117647058,0.7,1.0,0.0,5885,120,941.9355392456055,0.0006365,0.01495775,0,0
chain_of_thought,Q2,voda,0.33333333333333337,1.0,0.2,0.8,4169,73,720.8263874053955,0.0004461,0.01048335,0,0
zero_shot,Q2,voda,0.7499999999999999,0.6,1.0,0.0,3302,104,925.9378910064697,0.0003718000000000001,0.008737300000000002,0,0
zero_shot_rules,Q2,voda,0.6666666666666666,0.5,1.0,0.0,4080,102,972.1455574035645,0.0004488,0.0105468,0,0
few_shot,Q2,voda,0.7499999999999999,0.6,1.0,0.0,5845,123,1228.4505367279053,0.0006337000000000001,0.014891950000000001,0,0
chain_of_thought,Q2,voda,0.6666666666666666,0.5,1.0,0.0,4129,102,852.3967266082764,0.0004537,0.01066195,0,0
zero_shot,Q3,elektrina_nn,0.6666666666666666,0.5,1.0,0.0,5256,105,2035.6061458587646,0.0005676,0.0133386,0,0
zero_shot_rules,Q3,elektrina_nn,0.5714285714285715,0.4,1.0,0.0,6039,106,2937.7002716064453,0.0006462999999999999,0.015188049999999998,0,0
few_shot,Q3,elektrina_nn,0.5714285714285715,0.4,1.0,0.0,7741,130,1512.8757953643799,0.0008261000000000001,0.019413350000000003,0,0
chain_of_thought,Q3,elektrina_nn,0.4615384615384615,0.3,1.0,0.0,6088,107,1252.6283264160156,0.0006516,0.0153126,0,0
zero_shot,Q2,elektrina_nn,0.30769230769230765,0.2,0.6666666666666666,0.09090909090909091,3931,103,1287.5254154205322,0.0004343,0.01020605,0,0
zero_shot_rules,Q2,elektrina_nn,0.4285714285714285,0.3,0.75,0.09090909090909091,4714,96,1075.0691890716553,0.0005098,0.011980300000000001,0,0
few_shot,Q2,elektrina_nn,0.625,0.5,0.8333333333333334,0.09090909090909091,6416,125,1040.3683185577393,0.0006916,0.0162526,0,0
chain_of_thought,Q2,elektrina_nn,0.30769230769230765,0.2222222222222222,0.5,0.18181818181818182,4763,93,1091.4924144744873,0.0005135,0.01206725,0,0
zero_shot,Q2,elektrina_nn,0.5333333333333333,0.4444444444444444,0.6666666666666666,0.18181818181818182,4410,103,1569.150686264038,0.0004822,0.0113317,0,0
zero_shot_rules,Q2,elektrina_nn,0.7777777777777778,0.6363636363636364,1.0,0.0,5193,110,1189.321517944336,0.0005633000000000001,0.013237550000000002,0,0
few_shot,Q2,elektrina_nn,0.625,0.45454545454545453,1.0,0.0,6895,129,1250.8306503295898,0.0007411000000000001,0.01741585,0,0
chain_of_thought,Q2,elektrina_nn,0.7058823529411764,0.5454545454545454,1.0,0.0,5242,122,1487.593412399292,0.000573,0.013465500000000002,0,0
zero_shot,Q3,elektrina_nn,0.30769230769230765,0.2222222222222222,0.5,0.18181818181818182,3364,105,1575.2739906311035,0.00037840000000000004,0.008892400000000002,0,0
zero_shot_rules,Q3,elektrina_nn,0.3076923076923077,0.25,0.4,0.2727272727272727,4147,101,1120.185136795044,0.0004551,0.01069485,0,0
few_shot,Q3,elektrina_nn,0.625,0.45454545454545453,1.0,0.0,5849,127,1278.489112854004,0.0006356999999999999,0.014938949999999998,0,0
chain_of_thought,Q3,elektrina_nn,0.3076923076923077,0.25,0.4,0.2727272727272727,4196,98,1145.3526020050049,0.0004588,0.0107818,0,0
zero_shot,Q3,elektrina_nn,0.33333333333333337,0.2,1.0,0.0,3890,108,1449.5296478271484,0.0004322,0.0101567,0,0
zero_shot_rules,Q3,elektrina_nn,0.33333333333333337,0.2,1.0,0.0,4673,108,1192.0166015625,0.0005105,0.01199675,0,0
few_shot,Q3,elektrina_nn,0.4615384615384615,0.3,1.0,0.0,6375,127,1554.5761585235596,0.0006883,0.01617505,0,0
chain_of_thought,Q3,elektrina_nn,0.33333333333333337,0.2,1.0,0.0,4722,108,2163.0825996398926,0.0005154000000000001,0.012111900000000002,0,0
zero_shot,Q1,elektrina_vn,0.5454545454545454,0.375,1.0,0.0,5907,207,1937.7214908599854,0.0006735,0.01582725,0,0
zero_shot_rules,Q1,elektrina_vn,0.5454545454545454,0.42857142857142855,0.75,0.125,7329,201,1639.70947265625,0.0008133000000000001,0.019112550000000002,0,0
few_shot,Q1,elektrina_vn,0.6666666666666666,0.5,1.0,0.0,8642,223,2508.1470012664795,0.0009534000000000001,0.022404900000000002,0,0
chain_of_thought,Q1,elektrina_vn,0.0,0.0,0.0,1.0,7378,171,1436.6786479949951,0.0008062000000000001,0.018945700000000003,0,0
zero_shot,Q3,elektrina_vn,0.4,0.25,1.0,0.0,5716,205,2274.0626335144043,0.0006536000000000001,0.015359600000000001,0,0
zero_shot_rules,Q3,elektrina_vn,0.4000000000000001,0.4,0.4,0.375,7138,193,1783.0250263214111,0.0007910000000000001,0.018588500000000004,0,0
few_shot,Q3,elektrina_vn,0.4,0.25,1.0,0.0,8451,226,1876.1672973632812,0.0009355,0.02198425,0,0
chain_of_thought,Q3,elektrina_vn,0.4,0.25,1.0,0.0,7187,209,1688.7154579162598,0.0008023,0.01885405,0,0
zero_shot,Q2,elektrina_vn,0.6666666666666666,0.5,1.0,0.0,5821,213,2188.5437965393066,0.0006673000000000001,0.015681550000000002,0,0
zero_shot_rules,Q2,elektrina_vn,0.6666666666666666,0.5,1.0,0.0,7243,211,1513.0388736724854,0.0008087000000000001,0.019004450000000003,0,0
few_shot,Q2,elektrina_vn,0.6666666666666666,0.5,1.0,0.0,8556,169,1972.0942974090576,0.0009232,0.0216952,0,0
chain_of_thought,Q2,elektrina_vn,0.5454545454545454,0.42857142857142855,0.75,0.125,7292,198,1506.5958499908447,0.0008084000000000001,0.018997400000000005,0,0
zero_shot,Q1,elektrina_vn,0.6666666666666666,0.5,1.0,0.0,6102,208,1895.1630592346191,0.0006934,0.0162949,0,0
zero_shot_rules,Q1,elektrina_vn,0.6666666666666666,0.5,1.0,0.0,7524,211,1658.7488651275635,0.0008368000000000001,0.019664800000000003,0,0
few_shot,Q1,elektrina_vn,0.7692307692307693,0.625,1.0,0.0,8837,221,2005.3069591522217,0.0009721,0.02284435,0,0
chain_of_thought,Q1,elektrina_vn,0.6666666666666666,0.5,1.0,0.0,7573,210,1564.9135112762451,0.0008413000000000001,0.01977055,0,0
zero_shot,Q3,elektrina_vn,0.8333333333333333,0.7142857142857143,1.0,0.0,5337,212,2032.313346862793,0.0006185,0.01453475,0,0
zero_shot_rules,Q3,elektrina_vn,0.4444444444444445,0.4,0.5,0.2857142857142857,6759,200,1762.5253200531006,0.0007559000000000001,0.017763650000000002,0,0
few_shot,Q3,elektrina_vn,0.4444444444444445,0.2857142857142857,1.0,0.0,8072,227,1795.2616214752197,0.000898,0.021103,0,0
chain_of_thought,Q3,elektrina_vn,0.0,0.0,0.0,1.0,6808,169,1607.1431636810303,0.0007484000000000001,0.017587400000000003,0,0
zero_shot,Q1,plyn_mo,0.0,0.0,0.0,0.125,7033,96,1519.1559791564941,0.0007417000000000001,0.017429950000000003,0,0
zero_shot_rules,Q1,plyn_mo,0.0,0.0,0.0,0.0,7794,97,1196.606159210205,0.0008182,0.0192277,0,0
few_shot,Q1,plyn_mo,0.0,0.0,0.0,0.0,9680,115,1835.8962535858154,0.001014,0.023829,0,0
chain_of_thought,Q1,plyn_mo,0.0,0.0,0.0,0.0,7843,97,1077.0337581634521,0.0008231,0.01934285,0,0
zero_shot,Q2,plyn_mo,0.0,0.0,0.0,0.0,5140,96,1654.494047164917,0.0005524,0.012981399999999999,0,0
zero_shot_rules,Q2,plyn_mo,0.0,0.0,0.0,0.0,5901,96,1383.6944103240967,0.0006285,0.014769750000000002,0,0
few_shot,Q2,plyn_mo,0.0,0.0,0.0,0.0,7787,114,1241.417646408081,0.0008243,0.01937105,0,0
chain_of_thought,Q2,plyn_mo,0.0,0.0,0.0,0.0,5950,95,1283.7398052215576,0.000633,0.0148755,0,0
zero_shot,Q2,plyn_mo,0.0,0.0,0.0,0.0,4740,100,1440.9065246582031,0.000514,0.012079000000000001,0,0
zero_shot_rules,Q2,plyn_mo,0.0,0.0,0.0,0.0,5501,97,1119.447946548462,0.0005889,0.013839149999999998,0,0
few_shot,Q2,plyn_mo,0.0,0.0,0.0,0.0,7387,113,1162.557601928711,0.0007839000000000001,0.018421650000000005,0,0
chain_of_thought,Q2,plyn_mo,0.0,0.0,0.0,0.0,5550,95,981.0495376586914,0.000593,0.0139355,0,0
zero_shot,Q2,plyn_mo,0.0,0.0,0.0,0.0,5199,97,1048.4404563903809,0.0005587,0.013129449999999999,0,0
zero_shot_rules,Q2,plyn_mo,0.0,0.0,0.0,0.0,5960,96,999.2234706878662,0.0006344,0.0149084,0,0
few_shot,Q2,plyn_mo,0.0,0.0,0.0,0.0,7846,113,1508.2988739013672,0.0008298000000000001,0.0195003,0,0
chain_of_thought,Q2,plyn_mo,0.0,0.0,0.0,0.0,6009,95,1084.9387645721436,0.0006389,0.015014149999999999,0,0
zero_shot,Q2,plyn_mo,0.0,0.0,0.0,0.0,5869,100,1341.404676437378,0.0006269,0.01473215,0,0
zero_shot_rules,Q2,plyn_mo,0.0,0.0,0.0,0.0,6630,97,1810.5266094207764,0.0007017999999999999,0.016492299999999998,0,0
few_shot,Q2,plyn_mo,0.0,0.0,0.0,0.0,8516,115,1377.0055770874023,0.0008976,0.0210936,0,0
chain_of_thought,Q2,plyn_mo,0.0,0.0,0.0,0.0,6679,97,1043.5407161712646,0.0007067,0.01660745,0,0
zero_shot,Q1,plyn_vo,0.7692307692307693,0.625,1.0,0.0,7217,184,1687.0503425598145,0.0007953000000000001,0.018689550000000003,0,0
zero_shot_rules,Q1,plyn_vo,0.6666666666666666,0.5,1.0,0.0,8422,185,1841.6008949279785,0.0009162,0.0215307,0,0
few_shot,Q1,plyn_vo,0.7692307692307693,0.625,1.0,0.0,9869,203,1694.5009231567383,0.0010681000000000002,0.025100350000000004,0,0
chain_of_thought,Q1,plyn_vo,0.7692307692307693,0.625,1.0,0.0,8471,199,1872.1685409545898,0.0009267,0.02177745,0,0
zero_shot,Q2,plyn_vo,0.4,0.25,1.0,0.0,5876,182,1616.9631481170654,0.0006604,0.015519400000000001,0,0
zero_shot_rules,Q2,plyn_vo,0.4,0.25,1.0,0.0,7081,180,1476.9282341003418,0.0007801,0.01833235,0,0
few_shot,Q2,plyn_vo,0.4,0.25,1.0,0.0,8528,207,1713.7205600738525,0.0009356000000000002,0.021986600000000005,0,0
chain_of_thought,Q2,plyn_vo,0.4,0.25,1.0,0.0,7130,180,10043.313980102539,0.000785,0.0184475,0,0
zero_shot,Q1,plyn_vo,0.7692307692307692,0.7142857142857143,0.8333333333333334,0.125,7281,189,2185.02140045166,0.0008037000000000001,0.018886950000000003,0,0
zero_shot_rules,Q1,plyn_vo,0.7692307692307693,0.625,1.0,0.0,8486,188,1573.486328125,0.0009238000000000001,0.021709300000000004,0,0
few_shot,Q1,plyn_vo,0.6666666666666666,0.5,1.0,0.0,9933,203,1633.8586807250977,0.0010745,0.02525075,0,0
chain_of_thought,Q1,plyn_vo,0.7692307692307693,0.625,1.0,0.0,8535,193,1708.312749862671,0.0009307,0.02187145,0,0
zero_shot,Q3,plyn_vo,0.4,0.25,1.0,0.0,6492,185,2114.3863201141357,0.0007232,0.016995200000000002,0,0
zero_shot_rules,Q3,plyn_vo,0.4,0.25,1.0,0.0,7697,184,1501.8317699432373,0.0008433000000000001,0.01981755,0,0
few_shot,Q3,plyn_vo,0.5454545454545454,0.375,1.0,0.0,9144,207,1525.6145000457764,0.0009972,0.0234342,0,0
chain_of_thought,Q3,plyn_vo,0.4,0.25,1.0,0.0,7746,188,2393.9809799194336,0.0008498000000000001,0.0199703,0,0
zero_shot,Q3,plyn_vo,0.5454545454545454,0.375,1.0,0.0,6059,195,1601.222276687622,0.0006839,0.01607165,0,0
zero_shot_rules,Q3,plyn_vo,0.5454545454545454,0.375,1.0,0.0,7264,200,1551.5844821929932,0.0008064000000000001,0.018950400000000003,0,0
few_shot,Q3,plyn_vo,0.5454545454545454,0.375,1.0,0.0,8711,217,2622.396230697632,0.0009579000000000001,0.022510650000000004,0,0
chain_of_thought,Q3,plyn_vo,0.5454545454545454,0.375,1.0,0.0,7313,200,2319.6499347686768,0.0008113,0.01906555,0,0
zero_shot,Q3,teplo,0.0,0.0,0.0,0.625,1098,62,1177.5062084197998,0.00013460000000000002,0.0031631000000000003,0,0
zero_shot_rules,Q3,teplo,0.0,0.0,0.0,0.625,1822,60,765.6519412994385,0.00020620000000000002,0.0048457000000000005,0,0
few_shot,Q3,teplo,0.0,0.0,0.0,0.75,2834,69,1113.9411926269531,0.0003110000000000001,0.007308500000000002,0,0
chain_of_thought,Q3,teplo,0.0,0.0,0.0,0.875,1871,56,733.7167263031006,0.00020950000000000002,0.0049232500000000005,0,0
zero_shot,Q1,teplo,0.6666666666666666,0.5,1.0,0.0,5719,89,1167.574405670166,0.0006075,0.014276249999999999,0,0
zero_shot_rules,Q1,teplo,0.6666666666666666,0.5,1.0,0.0,6443,88,1488.3427619934082,0.0006795000000000001,0.015968250000000003,0,0
few_shot,Q1,teplo,0.5454545454545454,0.375,1.0,0.0,7455,105,1215.388298034668,0.0007875,0.018506250000000002,0,0
chain_of_thought,Q1,teplo,0.6666666666666666,0.5,1.0,0.0,6492,88,1333.0485820770264,0.0006844,0.0160834,0,0
zero_shot,Q1,teplo,0.7692307692307693,0.625,1.0,0.0,1281,93,1291.4466857910156,0.0001653,0.00388455,0,0
zero_shot_rules,Q1,teplo,0.6666666666666666,0.5,1.0,0.0,2005,91,988.048791885376,0.0002369,0.00556715,0,0
few_shot,Q1,teplo,0.5454545454545454,0.42857142857142855,0.75,0.125,3017,100,1104.2835712432861,0.0003417,0.008029950000000001,0,0
chain_of_thought,Q1,teplo,0.6666666666666666,0.5,1.0,0.0,2054,89,1130.035400390625,0.000241,0.0056635,0,0
zero_shot,Q1,teplo,0.8571428571428571,0.75,1.0,0.0,1341,99,1185.0502490997314,0.0001737,0.00408195,0,0
zero_shot_rules,Q1,teplo,0.5454545454545454,0.42857142857142855,0.75,0.125,2065,86,1042.9296493530273,0.0002409,0.00566115,0,0
few_shot,Q1,teplo,0.8571428571428571,0.75,1.0,0.0,3077,104,1072.2079277038574,0.0003493000000000001,0.008208550000000002,0,0
chain_of_thought,Q1,teplo,0.4,0.3333333333333333,0.5,0.25,2114,81,920.6137657165527,0.00024380000000000002,0.0057293000000000005,0,0
zero_shot,Q3,teplo,0.7692307692307693,0.625,1.0,0.0,1249,88,1146.0835933685303,0.00016010000000000002,0.0037623500000000002,0,0
zero_shot_rules,Q3,teplo,0.7692307692307693,0.625,1.0,0.0,1973,89,1309.645175933838,0.0002329,0.0054731499999999995,0,0
few_shot,Q3,teplo,0.7692307692307693,0.625,1.0,0.0,2985,104,1925.25315284729,0.0003401,0.00799235,0,0
chain_of_thought,Q3,teplo,0.7692307692307693,0.625,1.0,0.0,2022,90,1143.6328887939453,0.00023820000000000002,0.005597700000000001,0,0
zero_shot,Q1,voda,0.5714285714285715,0.4,1.0,0.0,3839,104,1361.586570739746,0.00042550000000000004,0.009999250000000001,0,0
zero_shot_rules,Q1,voda,0.6666666666666666,0.5,1.0,0.0,4617,104,1176.9325733184814,0.0005033,0.011827550000000001,0,0
few_shot,Q1,voda,0.888888888888889,0.8,1.0,0.0,6382,123,1372.7316856384277,0.0006874000000000001,0.016153900000000002,0,0
chain_of_thought,Q1,voda,0.6666666666666666,0.5,1.0,0.0,4666,104,1067.9504871368408,0.0005082,0.0119427,0,0
zero_shot,Q1,voda,0.75,0.6666666666666666,0.8571428571428571,0.1,4704,100,1186.7077350616455,0.0005104,0.0119944,0,0
zero_shot_rules,Q1,voda,0.75,0.75,0.75,0.2,5482,98,1357.2049140930176,0.0005874000000000001,0.013803900000000001,0,0
few_shot,Q1,voda,0.888888888888889,0.8,1.0,0.0,7247,122,1019.9844837188721,0.0007735,0.01817725,0,0
chain_of_thought,Q1,voda,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.1,5531,100,1152.4314880371094,0.0005931,0.013937850000000002,0,0
zero_shot,Q2,voda,0.5714285714285715,0.4,1.0,0.0,3039,103,1535.5026721954346,0.00034510000000000004,0.008109850000000002,0,0
zero_shot_rules,Q2,voda,0.5714285714285715,0.4,1.0,0.0,3817,102,1896.9357013702393,0.0004225000000000001,0.009928750000000002,0,0
few_shot,Q2,voda,0.7499999999999999,0.6,1.0,0.0,5582,122,1653.102159500122,0.000607,0.0142645,0,0
chain_of_thought,Q2,voda,0.4615384615384615,0.3,1.0,0.0,3866,102,990.9205436706543,0.00042740000000000003,0.010043900000000001,0,0
zero_shot,Q2,voda,0.6666666666666666,0.5,1.0,0.0,6080,103,1178.7316799163818,0.0006492000000000001,0.015256200000000001,0,0
zero_shot_rules,Q2,voda,0.6666666666666666,0.5,1.0,0.0,6858,103,1251.075267791748,0.0007270000000000001,0.017084500000000002,0,0
few_shot,Q2,voda,0.7499999999999999,0.6,1.0,0.0,8623,123,1415.6646728515625,0.0009115000000000001,0.021420250000000002,0,0
chain_of_thought,Q2,voda,0.7499999999999999,0.6,1.0,0.0,6907,103,1206.2535285949707,0.0007319000000000001,0.01719965,0,0
zero_shot,Q3,voda,0.3333333333333333,0.2857142857142857,0.4,0.3,1791,85,1275.721549987793,0.00021310000000000003,0.00500785,0,0
zero_shot_rules,Q3,voda,0.1818181818181818,0.5,0.1111111111111111,0.8,2569,76,1152.858018875122,0.0002873,0.006751549999999999,0,0
few_shot,Q3,voda,0.4615384615384615,0.375,0.6,0.2,4334,113,1369.246006011963,0.00047860000000000003,0.011247100000000001,0,0
chain_of_thought,Q3,voda,0.0,0.0,0.0,1.0,2618,65,896.7924118041992,0.0002878,0.0067633,0,0
zero_shot,Q3,elektrina_nn,0.7368421052631579,0.5833333333333334,1.0,0.0,5342,124,3728.3082008361816,0.0005838000000000001,0.013719300000000002,12,7
zero_shot_rules,Q3,elektrina_nn,0.9565217391304348,1.0,0.9166666666666666,0.08333333333333333,6183,122,1163.926601409912,0.0006671,0.01567685,12,11
few_shot,Q3,elektrina_nn,0.9090909090909091,0.8333333333333334,1.0,0.0,8240,151,1334.3925476074219,0.0008844,0.0207834,12,10
chain_of_thought,Q3,elektrina_nn,0.8,1.0,0.6666666666666666,0.3333333333333333,6232,111,1188.9543533325195,0.0006676000000000001,0.0156886,12,8
zero_shot,Q2,elektrina_nn,0.37499999999999994,0.3,0.5,0.23076923076923078,3669,112,952.5163173675537,0.00041170000000000003,0.009674950000000002,13,3
zero_shot_rules,Q2,elektrina_nn,0.0,0.0,0.0,1.0,4510,80,871.4916706085205,0.000483,0.0113505,13,0
few_shot,Q2,elektrina_nn,0.4705882352941177,0.36363636363636365,0.6666666666666666,0.15384615384615385,6567,139,1172.215223312378,0.0007123,0.016739050000000002,13,4
chain_of_thought,Q2,elektrina_nn,0.0,0.0,0.0,1.0,4559,80,696.4733600616455,0.00048790000000000004,0.01146565,13,0
zero_shot,Q2,elektrina_nn,0.375,0.375,0.375,0.38461538461538464,4135,110,904.7577381134033,0.0004575,0.01075125,13,3
zero_shot_rules,Q2,elektrina_nn,0.375,0.375,0.375,0.38461538461538464,4976,110,1058.9842796325684,0.0005416,0.0127276,13,3
few_shot,Q2,elektrina_nn,0.5555555555555556,0.38461538461538464,1.0,0.0,7033,155,1061.3203048706055,0.0007653000000000001,0.017984550000000002,13,5
chain_of_thought,Q2,elektrina_nn,0.375,0.375,0.375,0.38461538461538464,5025,110,749.4537830352783,0.0005465,0.01284275,13,3
zero_shot,Q3,elektrina_nn,0.26666666666666666,0.16666666666666666,0.6666666666666666,0.07692307692307693,3056,124,1271.25883102417,0.00035520000000000007,0.0083472,13,2
zero_shot_rules,Q3,elektrina_nn,0.26666666666666666,0.2222222222222222,0.3333333333333333,0.3076923076923077,3897,129,1919.8510646820068,0.00044130000000000005,0.010370550000000001,13,2
few_shot,Q3,elektrina_nn,0.2666666666666667,0.15384615384615385,1.0,0.0,5954,151,1478.6686897277832,0.0006558,0.0154113,13,2
chain_of_thought,Q3,elektrina_nn,0.26666666666666666,0.18181818181818182,0.5,0.15384615384615385,3946,122,1455.9552669525146,0.00044340000000000004,0.010419900000000001,13,2
zero_shot,Q3,elektrina_nn,0.15384615384615383,0.1,0.3333333333333333,0.16666666666666666,4485,117,1097.6009368896484,0.0004953000000000001,0.011639550000000002,12,1
zero_shot_rules,Q3,elektrina_nn,0.15384615384615383,0.1,0.3333333333333333,0.16666666666666666,5326,119,869.9827194213867,0.0005802,0.0136347,12,1
